#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-11-18T16:27:27 [V7.294]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.294	
#INFO	-ref=VIZ6377b1ad1fa1f7	
#INFO	-out.max=unlimited	
#INFO	queryParameters=33	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_x,_y
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/MNRAS/509/1587&tab:{J/MNRAS/509/1587/master}&key:source=J/MNRAS/509/1587/master&HTTPPRM:&&-ref=VIZ6377b1ad1fa1f7&-out.max=unlimited&-out.form=ascii table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-out.src=J/MNRAS/509/1587/master&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=Name&-out=Dist&-out=T-Type&-out=2SXPSNAME&-out=Favg2SXPS&-out=Fpeak2SXPS&-out=2SXPSSep&-out=Lavg2SXPS&-out=Lpeak2SXPS&-out=4XMMName&-out=Fpeak4XMM&-out=4XMMSep&-out=Lpeak4XMM&-out=CSC2Name&-out=FpeakCSC2&-out=CSC2Sep&-out=LpeakCSC2&-out=RABdeg&-out=DEBdeg&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=J/MNRAS/509/1587/master
#-source=J/MNRAS/509/1587/master
#-out=Name
#-out=Dist
#-out=T-Type
#-out=2SXPSNAME
#-out=Favg2SXPS
#-out=Fpeak2SXPS
#-out=2SXPSSep
#-out=Lavg2SXPS
#-out=Lpeak2SXPS
#-out=4XMMName
#-out=Fpeak4XMM
#-out=4XMMSep
#-out=Lpeak4XMM
#-out=CSC2Name
#-out=FpeakCSC2
#-out=CSC2Sep
#-out=LpeakCSC2
#-out=RABdeg
#-out=DEBdeg
#

#RESOURCE=yCat_75091587
#Name: J/MNRAS/509/1587
#Title: 4XMM-DR10/CSC2/2SXPS ULX candidates (Walton+, 2022)
#Table	J_MNRAS_509_1587_master:
#Name: J/MNRAS/509/1587/master
#Title: Master ULX catalogue
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(a23)	Host galaxy name (Galaxy_Name)	[ucd=meta.id;meta.main]
#Column	Dist	(F9.5)	Host galaxy distance (Distance)	[ucd=pos.distance]
#Column	T-Type	(F5.1)	? Host galaxy T-type (T-Type)	[ucd=src.morph.type]
#Column	2SXPSNAME	(A22)	? 2SXPS IAUname (2SXPS_IAUNAME)	[ucd=meta.id]
#Column	Favg2SXPS	(E10.3)	? 2SXPS average flux (0.3-10 keV) (2SXPS_Avg_Flux)	[ucd=phot.flux;em.X-ray]
#Column	Fpeak2SXPS	(E11.4)	? 2SXPS peak flux (0.3-10 keV) (2SXPS_Peak_Flux)	[ucd=phot.flux;em.X-ray]
#Column	2SXPSSep	(F21.15)	? Separation between 2SXPS source position and host galaxy nuclear position (2SXPS_Galactic_Sepration)	[ucd=pos.angDistance]
#Column	Lavg2SXPS	(D23.16)	? 2SXPS average luminosity (0.3-10 keV) (2SXPS_Avg_Luminosity)	[ucd=phys.luminosity;em.X-ray]
#Column	Lpeak2SXPS	(D23.16)	? 2SXPS peak luminosity (0.3-10 keV) (2SXPS_Peak_Luminosity)	[ucd=phys.luminosity;em.X-ray]
#Column	4XMMName	(A21)	? 4XMM-DR10 IAUname (4XMM_DR10_IAUNAME)	[ucd=meta.id]
#Column	Fpeak4XMM	(D12.5)	? 4XMM-DR10 peak flux (0.2-12 keV) (4XMM_DR10_Peak_Flux)	[ucd=phot.flux;em.X-ray]
#Column	4XMMSep	(F20.15)	? Separation between 4XMM-DR10 source position and host galaxy nuclear position (4XMM_DR10_Galactic_Separation)	[ucd=pos.angDistance]
#Column	Lpeak4XMM	(D23.16)	? 4XMM-DR10 peak luminosity (0.2-12 keV) (4XMM_DR10_Peak_Luminosity)	[ucd=phys.luminosity;em.X-ray]
#Column	CSC2Name	(A21)	? CSC2 IAUname (CSC2_IAUNAME)	[ucd=meta.id]
#Column	FpeakCSC2	(D20.13)	? CSC2 peak flux (0.5-7 keV) (CSC2_Peak_Flux)	[ucd=phot.flux;em.X-ray]
#Column	CSC2Sep	(F21.16)	? Separation between CSC2 source position and host galaxy nuclear position (CSC2_Galactic_Separation)	[ucd=pos.angDistance]
#Column	LpeakCSC2	(D23.16)	? CSC2 peak luminosity (0.5-7 keV) (CSC2_Peak_Luminosity)	[ucd=phys.luminosity;em.X-ray]
#Column	RABdeg	(F19.15)	Best Source right ascension (J2000); order of priority where multiple RA/DEC are available: Chandra > XMM > Swift (Best_Source_RA)	[ucd=pos.eq.ra]
#Column	DEBdeg	(F20.16)	Best Source declination (J2000); order of priority where multiple RA/DEC are available: Chandra > XMM > Swift (Best_Source_DEC)	[ucd=pos.eq.dec]
_RAJ2000|_DEJ2000|Name|Dist|T-Type|2SXPSNAME|Favg2SXPS|Fpeak2SXPS|2SXPSSep|Lavg2SXPS|Lpeak2SXPS|4XMMName|Fpeak4XMM|4XMMSep|Lpeak4XMM|CSC2Name|FpeakCSC2|CSC2Sep|LpeakCSC2|RABdeg|DEBdeg
deg|deg| |Mpc| | |mW/m2|mW/m2|arcsec|10-7W|10-7W| |mW/m2|arcsec|10-7W| |mW/m2|arcsec|10-7W|deg|deg
-----------------|-----------------|-----------------------|---------|-----|----------------------|----------|-----------|---------------------|-----------------------|-----------------------|---------------------|------------|--------------------|-----------------------|---------------------|--------------------|---------------------|-----------------------|-------------------|--------------------
  0.3584670000000|+13.1128852000000|PGC000108              | 77.19692|  9.0|                      |          |           |                     |                       |                       |                     |            |                    |                       |2CXO J000126.7+130649| 9.4938601474400e-15|  11.4747982397879422| 6.7708709652637627e+39|  0.361644364167319| 13.1136492745593998
  0.4246905000000|+23.4958156000000|UGC12915               | 64.68447|  4.8|                      |          |           |                     |                       |                       |                     |            |                    |                       |2CXO J000140.9+232938| 3.5526754914300e-15|  15.1250759954242326| 1.7789233982237952e+39|  0.420565052190568| 23.4939887161103016
  0.4246905000000|+23.4958156000000|UGC12915               | 64.68447|  4.8|                      |          |           |                     |                       |                       |                     |            |                    |                       |2CXO J000141.1+232949| 2.9006959321900e-15|  11.6133095389032537| 1.4524591050753015e+39|  0.421495280957856| 23.4971646664319991
  0.4246905000000|+23.4958156000000|UGC12915               | 64.68447|  4.8|                      |          |           |                     |                       |                       |                     |            |                    |                       |2CXO J000142.9+232935| 3.4061103570100e-15|  16.7956407548649800| 1.7055341602783370e+39|  0.428951462909083| 23.4932668364770016
  0.7278645000000|-35.7221058000000|PGC000196              |211.83623| -1.0|                      |          |           |                     |                       |                       |                     |            |                    |                       |2CXO J000254.5-354308| 4.7843811384400e-15|  11.4539253036465691| 2.5693774267319906e+40|  0.727389172800429|-35.7189476443181988
  0.8125590000000|+16.1456194000000|NGC7814                | 14.45439|  2.0|                      |          |           |                     |                       |                       |                     |            |                    |                       |2CXO J000313.3+160827| 6.3924567908500e-14|  29.3737215485366221| 1.5983401295829760e+39|  0.805517908689524| 16.1410553065427997
  1.0570905000000|-52.9114828000000|PGC000290              |139.44405| -3.0|2SXPS J000412.5-525405| 9.229e-15| 8.3498e-15|   36.890243416893597| 2.1476128009675827e+40| 1.9426163102058229e+40|                     |            |                    |                       |                     |                    |                     |                       |  1.052480000000000|-52.9016200000000012
  1.5827610000000|-41.4999877000000|ESO293-034             | 20.89296|  6.2|                      |          |           |                     |                       |                       |                     |            |                    |                       |2CXO J000619.5-413019| 2.2611318308600e-14|  19.9612607649051554| 1.1812112953184078e+39|  1.581396281165950|-41.5054374814933027
  1.5827610000000|-41.4999877000000|ESO293-034             | 20.89296|  6.2|2SXPS J000621.4-412915| 4.086e-14| 1.0496e-13|   47.917656583852832| 2.1345173455846192e+39| 5.4819462643025656e+39|                     |            |                    |                       |                     |                    |                     |                       |  1.589560000000000|-41.4876900000000006
  2.7937500000000|-12.0207222000000|NGC0035                | 85.62488|  3.0|                      |          |           |                     |                       |                       |                     |            |                    |                       |2CXO J001109.4-120059| 1.8157096967800e-14|  21.4125963681931211| 1.5931186450025208e+40|  2.789436566127340|-12.0165294615879006
  2.9319465000000|-28.9323356000000|PGC087431              |267.67020| -5.0|                      |          |           |                     |                       |                       |                     |            |                    |                       |2CXO J001143.2-285548| 1.4519876050300e-14|   9.5126587623695809| 1.2449864262951382e+41|  2.930324600982430|-28.9301068425194998
  3.8786250000000|+17.3283889000000|NGC0057                | 80.20473| -4.9|                      |          |           |                     |                       |                       |                     |            |                    |                       |2CXO J001529.9+172025| 4.7992193286000e-15|  45.2059283825621492| 3.6946415117044644e+39|  3.874664767483520| 17.3403635462126005
  4.6182090000000|+30.0406944000000|NGC0072                |106.21846|  1.6|                      |          |           |                     |                       |                       |                     |            |                    |                       |2CXO J001827.1+300210| 6.8943587511200e-15|  22.4768876250060003| 9.3088404312272102e+39|  4.613101209301530| 30.0362864152132012
  4.5982920000000|+30.0631944000000|NGC0071                | 98.90084| -3.2|                      |          |           |                     |                       |                       |                     |            |                    |                       |2CXO J001827.8+300344| 4.8207126562200e-15|  55.8092282709641339| 5.6430377185256501e+39|  4.616185867054010| 30.0624937207162013
  4.7121210000000|-10.3768517000000|PGC001224              |119.67405|  3.1|                      |          |           |                     |                       |                       |                     |            |                    |                       |2CXO J001850.4-102228| 4.6458413324200e-15|  10.5738615423380971| 7.9628050078049768e+39|  4.710175460285430|-10.3746235389650998
  4.7121210000000|-10.3768517000000|PGC001224              |119.67405|  3.1|                      |          |           |                     |                       |                       |                     |            |                    |                       |2CXO J001850.9-102249| 1.6111678596500e-15|  12.7916754328685904| 2.7614837837246269e+39|  4.712456974654690|-10.3803895413701994
  4.7121210000000|-10.3768517000000|PGC001224              |119.67405|  3.1|                      |          |           |                     |                       |                       |                     |            |                    |                       |2CXO J001851.2-102244| 7.4804322832900e-15|   9.0425633472062081| 1.2821191983089173e+40|  4.713351334032380|-10.3790527576952005
  7.5912510000000|-33.2440594000000|NGC0134                | 19.23092|  4.0|2SXPS J003013.5-331629| 1.131e-13| 1.6656e-13|  152.568325411648090| 5.0056902840710171e+39| 7.3702412636085740e+39|                     |            |                    |                       |                     |                    |                     |                       |  7.556540000000000|-33.2749400000000009
  7.5912510000000|-33.2440594000000|NGC0134                | 19.23092|  4.0|2SXPS J003015.3-331545| 3.477e-14| 1.2141e-13|  105.856526472482969| 1.5388846798083644e+39| 5.3723642889686084e+39|                     |            |                    |                       |                     |                    |                     |                       |  7.563940000000000|-33.2625799999999998
  7.5912510000000|-33.2440594000000|NGC0134                | 19.23092|  4.0|2SXPS J003024.2-331423| 2.697e-13| 7.5168e-13|   33.333532725039085| 1.1936646384996033e+40| 3.3261665560647810e+40|                     |            |                    |                       |                     |                    |                     |                       |  7.601160000000000|-33.2399300000000011
